Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,Position,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StandardHours,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
48,No,Travel_Rarely,Sales,2,1,Marketing,2,Male,2,Sales Executive,2,Married,8120,3,No,3,4,40,2,2,2
27,No,Travel_Frequently,Sales,3,1,Medical,4,Female,2,Sales Executive,4,Divorced,4647,1,Yes,4,2,40,6,5,0
37,No,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,1,Research Scientist,4,Single,4680,3,No,3,1,40,1,0,0
50,No,Travel_Rarely,Research & Development,28,1,Medical,4,Male,1,Laboratory Technician,3,Married,3221,1,Yes,3,3,40,20,8,3
34,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,Healthcare Representative,2,Single,8621,1,No,3,2,40,8,7,7
24,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,2,Sales Executive,3,Single,4577,9,No,3,1,40,2,2,2
39,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,Healthcare Representative,3,Single,4553,1,No,3,1,40,20,7,11
32,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,2,Sales Executive,4,Single,5396,1,No,3,4,40,10,7,0
50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,2,Sales Executive,3,Married,6796,3,Yes,3,1,40,4,3,1
38,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,2,Healthcare Representative,4,Single,7625,0,No,3,3,40,9,7,1
27,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,Manufacturing Director,1,Married,7412,1,No,3,4,40,9,7,0
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,Research Director,4,Single,11159,3,No,3,4,40,7,7,7
47,No,Travel_Rarely,Sales,14,4,Marketing,4,Male,2,Sales Executive,1,Single,4960,2,No,3,4,40,7,7,1
40,No,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,3,Sales Executive,1,Married,10475,5,Yes,4,3,40,18,13,1
53,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,4,Research Director,3,Married,14814,3,No,3,3,40,5,1,1
41,No,Travel_Rarely,Human Resources,10,4,Human Resources,2,Male,5,Manager,4,Divorced,19141,3,No,3,2,40,21,6,12
60,No,Travel_Rarely,Sales,16,4,Marketing,1,Male,2,Sales Executive,1,Single,5405,8,No,3,4,40,2,2,2
27,No,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,3,Manufacturing Director,1,Divorced,8793,1,No,4,3,40,9,7,1
41,No,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,5,Manager,3,Married,19189,1,No,3,2,40,22,7,2
50,No,Travel_Rarely,Sales,8,4,Marketing,4,Male,1,Sales Representative,2,Married,3875,7,No,3,4,40,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,Research Scientist,2,Single,2216,7,Yes,3,4,40,7,7,3
36,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,3,Research Director,1,Married,11713,9,No,3,1,40,8,7,0
38,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,Manufacturing Director,3,Single,7861,4,Yes,3,4,40,1,0,0
44,No,Non-Travel,Research & Development,24,3,Medical,1,Male,1,Laboratory Technician,3,Single,3708,2,No,3,3,40,5,2,1
47,No,Travel_Frequently,Sales,3,3,Medical,4,Female,4,Sales Executive,3,Divorced,13770,9,Yes,3,4,40,22,2,11
30,No,Travel_Rarely,Sales,27,5,Marketing,3,Male,2,Sales Executive,4,Divorced,5304,7,No,4,4,40,8,7,7
29,No,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,1,Sales Representative,3,Single,2642,1,No,3,3,40,1,0,0
42,Yes,Travel_Frequently,Research & Development,19,3,Medical,3,Male,1,Research Scientist,3,Divorced,2759,6,Yes,3,4,40,2,2,2
43,No,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,2,Sales Executive,4,Married,6804,3,No,3,3,40,2,2,2
34,No,Travel_Rarely,Research & Development,8,2,Medical,2,Female,2,Healthcare Representative,3,Single,6142,3,No,3,4,40,5,1,4
23,No,Travel_Rarely,Research & Development,9,1,Medical,2,Male,1,Laboratory Technician,1,Married,2500,1,No,3,4,40,4,3,0
39,No,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,2,Human Resources,2,Married,6389,9,No,3,3,40,8,3,3
56,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,Healthcare Representative,4,Married,11103,7,No,3,3,40,10,7,1
40,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,1,Research Scientist,4,Single,2342,0,Yes,4,4,40,4,2,2
27,No,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,Healthcare Representative,1,Single,6811,8,No,3,1,40,7,6,0
29,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,1,Sales Representative,2,Divorced,2297,1,No,3,4,40,2,2,2
53,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,Laboratory Technician,4,Single,2450,2,No,3,4,40,2,2,2
35,No,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,2,Healthcare Representative,1,Divorced,5093,2,No,3,1,40,1,0,0
32,No,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,2,Laboratory Technician,4,Married,5309,1,No,3,4,40,10,8,4
38,No,Travel_Rarely,Research & Development,2,5,Medical,4,Male,1,Research Scientist,3,Married,3057,6,Yes,3,2,40,1,0,0
34,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,2,Manufacturing Director,1,Divorced,5121,3,No,3,3,40,0,0,0
52,No,Travel_Rarely,Sales,3,4,Marketing,3,Male,4,Manager,1,Married,16856,1,No,3,1,40,34,6,1
33,Yes,Travel_Rarely,Research & Development,1,4,Other,4,Male,1,Research Scientist,4,Single,2686,1,Yes,3,3,40,10,9,7
25,No,Travel_Rarely,Sales,26,1,Medical,3,Female,2,Sales Executive,4,Single,6180,1,No,4,2,40,6,5,1
45,No,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,2,Sales Representative,3,Single,6632,0,No,3,1,40,8,7,3
23,No,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Research Scientist,3,Single,3505,1,No,3,4,40,2,2,0
47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,2,Sales Executive,3,Single,6397,4,Yes,3,4,40,5,4,1
34,No,Travel_Rarely,Sales,2,3,Other,4,Male,2,Sales Executive,4,Single,6274,1,No,4,3,40,6,5,1
55,Yes,Travel_Rarely,Research & Development,2,3,Medical,4,Male,5,Manager,1,Married,19859,5,Yes,3,4,40,5,2,1
36,No,Non-Travel,Sales,8,4,Life Sciences,1,Male,3,Sales Executive,1,Single,7587,1,No,3,2,40,10,7,0
52,No,Non-Travel,Research & Development,19,4,Medical,4,Male,1,Research Scientist,4,Married,4258,0,No,3,1,40,4,3,1
26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,Laboratory Technician,4,Divorced,4364,3,No,3,1,40,2,2,2
29,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,2,Healthcare Representative,3,Married,4335,4,No,3,1,40,8,7,1
26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,Sales Executive,1,Single,5326,6,No,3,3,40,4,3,1
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,1,Research Scientist,4,Single,3280,2,No,3,3,40,4,2,1
54,No,Travel_Rarely,Research & Development,19,4,Medical,4,Female,2,Manufacturing Director,1,Divorced,5485,9,Yes,3,2,40,5,3,1
27,No,Travel_Frequently,Sales,8,1,Marketing,3,Male,2,Sales Executive,4,Married,4342,0,No,3,2,40,4,2,1
37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,1,Research Scientist,1,Divorced,2782,0,Yes,3,2,40,5,3,4
38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,1,Single,5980,6,Yes,3,4,40,15,7,4
34,No,Travel_Rarely,Research & Development,2,4,Medical,3,Female,1,Research Scientist,1,Single,4381,1,No,3,3,40,6,5,1
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,1,Sales Representative,4,Married,2572,1,No,3,2,40,3,2,0
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,1,Laboratory Technician,3,Married,3833,3,No,4,3,40,2,2,0
40,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,Healthcare Representative,2,Married,4244,1,No,4,4,40,8,7,3
34,No,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,2,Sales Executive,1,Married,6500,5,No,3,2,40,3,2,1
42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,5,Manager,4,Divorced,18430,1,No,3,2,40,24,7,14
23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,1,Laboratory Technician,1,Married,1601,1,Yes,4,3,40,0,0,0
24,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,1,Laboratory Technician,2,Divorced,2694,1,No,3,3,40,1,0,0
52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,2,Laboratory Technician,3,Married,3149,8,No,4,2,40,5,2,1
50,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,4,Research Director,3,Married,17639,5,No,3,4,40,4,3,0
29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,1,Laboratory Technician,1,Married,2319,1,Yes,3,4,40,1,0,0
33,No,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,Research Director,3,Married,11691,0,No,3,4,40,13,9,3
33,Yes,Travel_Rarely,Sales,16,3,Marketing,1,Female,2,Sales Executive,1,Single,5324,5,No,3,3,40,3,2,0
47,No,Travel_Rarely,Research & Development,2,2,Other,3,Female,4,Manager,4,Married,16752,1,Yes,3,3,40,26,14,3
36,No,Travel_Rarely,Research & Development,1,3,Other,3,Female,2,Manufacturing Director,2,Married,5228,0,No,3,1,40,9,7,0
29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,1,Research Scientist,3,Married,2700,1,No,4,3,40,10,7,0
58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,5,Research Director,2,Single,19246,7,Yes,3,4,40,31,15,13
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,1,Research Scientist,3,Single,2506,3,No,3,3,40,2,2,2
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6062,9,Yes,3,4,40,4,3,0
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,3,Male,1,Research Scientist,3,Single,4382,6,No,3,4,40,2,2,2
36,No,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,1,Human Resources,2,Married,2143,4,No,3,2,40,5,2,0
32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,Manufacturing Director,3,Married,6162,1,No,3,3,40,14,13,6
40,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,2,Laboratory Technician,3,Single,5094,6,No,3,4,40,1,0,0
30,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,Manufacturing Director,4,Single,6877,5,Yes,4,2,40,0,0,0
45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,1,Research Scientist,3,Single,2274,1,No,3,4,40,1,0,0
42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,2,Manufacturing Director,2,Married,4434,1,No,3,4,40,9,8,7
38,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,Healthcare Representative,1,Divorced,6288,2,No,3,3,40,4,3,1
34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,1,Research Scientist,4,Single,2553,1,No,3,3,40,5,2,1
49,Yes,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,Sales Executive,4,Married,7654,1,No,3,1,40,9,8,7
24,No,Non-Travel,Research & Development,4,1,Life Sciences,1,Male,1,Laboratory Technician,4,Married,3162,0,No,3,4,40,5,2,3
32,No,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,2,Sales Executive,2,Married,6524,1,No,3,4,40,10,8,5
38,No,Travel_Rarely,Sales,9,3,Marketing,2,Male,1,Sales Representative,2,Married,2899,0,No,3,4,40,2,2,1
42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,2,Laboratory Technician,4,Married,5231,2,Yes,3,2,40,5,3,1
31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,1,Research Scientist,4,Married,2356,3,Yes,3,2,40,6,4,0
29,Yes,Travel_Rarely,Sales,1,3,Medical,2,Female,1,Sales Representative,3,Divorced,2800,6,Yes,3,3,40,3,2,0
53,No,Travel_Rarely,Sales,8,3,Marketing,1,Male,4,Sales Executive,4,Married,11836,5,No,3,3,40,2,0,2
35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,3,Manufacturing Director,2,Married,10903,3,No,3,1,40,13,10,4
37,No,Travel_Frequently,Sales,21,2,Medical,3,Female,1,Sales Representative,4,Married,2973,5,No,3,2,40,5,4,0
53,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,4,Research Director,4,Single,14275,6,No,3,3,40,12,9,3
43,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,2,Healthcare Representative,4,Married,5562,4,No,3,2,40,5,2,2
47,No,Travel_Rarely,Sales,2,2,Marketing,3,Female,2,Sales Executive,4,Married,4537,0,Yes,4,1,40,7,6,7
37,No,Non-Travel,Sales,19,2,Medical,1,Male,3,Sales Executive,2,Single,7642,1,Yes,3,4,40,10,0,0
50,No,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,4,Manager,1,Divorced,17924,1,No,3,4,40,31,6,14
39,No,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,2,Human Resources,4,Married,5204,8,No,3,3,40,5,4,0
33,No,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,1,Human Resources,2,Divorced,2277,3,Yes,3,3,40,4,3,0
32,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,1,Laboratory Technician,4,Single,2795,1,Yes,4,3,40,1,0,0
29,No,Travel_Rarely,Research & Development,7,1,Medical,1,Female,1,Laboratory Technician,4,Divorced,2532,6,No,3,3,40,4,3,0
44,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,1,Research Scientist,1,Married,2559,1,Yes,3,4,40,8,7,7
28,No,Travel_Rarely,Sales,5,4,Medical,1,Male,2,Sales Executive,4,Single,4908,1,No,3,2,40,4,2,0
58,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,1,Laboratory Technician,4,Divorced,2380,9,Yes,3,4,40,1,0,0
43,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,Manufacturing Director,2,Divorced,4765,4,No,4,3,40,1,0,0
20,Yes,Travel_Rarely,Sales,2,3,Medical,3,Female,1,Sales Representative,3,Single,2044,1,No,3,4,40,2,2,0
21,Yes,Travel_Rarely,Research & Development,18,1,Other,4,Female,1,Research Scientist,4,Single,2693,1,No,3,1,40,1,0,0
36,No,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,2,Healthcare Representative,4,Married,6586,0,Yes,3,1,40,16,8,4
47,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,1,Sales Representative,4,Single,3294,1,Yes,3,1,40,3,2,1
22,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,2,Manufacturing Director,3,Married,4171,0,Yes,3,1,40,3,2,0
41,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Female,1,Laboratory Technician,4,Divorced,2778,4,Yes,3,3,40,7,7,1
28,No,Travel_Rarely,Research & Development,9,3,Medical,3,Female,1,Research Scientist,3,Divorced,2377,5,No,3,2,40,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,3,Medical,4,Male,1,Laboratory Technician,1,Married,2404,7,Yes,4,4,40,2,2,2
27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,1,Research Scientist,3,Single,2318,1,No,3,3,40,1,1,0
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,1,Laboratory Technician,2,Divorced,2008,1,No,3,2,40,1,0,1
42,No,Travel_Rarely,Sales,14,2,Medical,3,Female,2,Sales Executive,3,Single,6244,7,No,3,1,40,5,4,0
33,No,Travel_Rarely,Research & Development,1,4,Other,3,Male,1,Research Scientist,1,Single,2799,3,Yes,3,2,40,3,2,0
58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,3,Healthcare Representative,2,Divorced,10552,2,Yes,3,4,40,6,0,0
31,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,1,Sales Representative,3,Married,2329,3,No,3,2,40,7,7,5
35,No,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,2,Healthcare Representative,4,Married,4014,1,Yes,4,4,40,10,6,0
49,No,Travel_Rarely,Research & Development,8,2,Other,1,Female,3,Laboratory Technician,2,Married,7403,4,No,3,3,40,26,9,1
48,No,Travel_Rarely,Research & Development,20,4,Medical,4,Male,1,Research Scientist,3,Married,2259,4,No,3,1,40,0,0,0
31,No,Non-Travel,Sales,20,2,Marketing,4,Female,2,Sales Executive,3,Married,6932,1,No,3,4,40,9,8,0
36,No,Travel_Rarely,Research & Development,7,4,Other,2,Male,1,Research Scientist,4,Single,4678,2,No,3,3,40,6,2,0
38,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,3,Research Director,1,Married,13582,1,No,3,2,40,15,12,5
32,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,Laboratory Technician,2,Married,2332,6,No,4,3,40,3,0,0
25,Yes,Travel_Rarely,Sales,19,2,Marketing,3,Male,1,Sales Representative,2,Married,2413,1,Yes,3,3,40,1,0,0
40,No,Travel_Rarely,Sales,10,4,Marketing,1,Male,3,Sales Executive,2,Divorced,9705,2,No,3,2,40,1,0,0
26,No,Travel_Frequently,Sales,1,3,Medical,3,Male,2,Sales Executive,1,Single,4294,1,No,3,2,40,7,7,0
41,No,Travel_Rarely,Research & Development,6,3,Medical,4,Male,1,Laboratory Technician,1,Single,4721,2,Yes,3,3,40,18,13,2
36,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,1,Laboratory Technician,3,Single,2519,4,No,4,3,40,11,8,3
19,Yes,Travel_Rarely,Sales,21,3,Other,4,Male,1,Sales Representative,2,Single,2121,1,Yes,3,2,40,1,0,0
20,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,1,Laboratory Technician,1,Single,2973,1,No,3,2,40,1,0,0
31,No,Travel_Rarely,Research & Development,12,3,Medical,4,Female,2,Healthcare Representative,4,Married,5855,0,Yes,3,3,40,9,7,8
40,No,Travel_Frequently,Research & Development,9,4,Medical,4,Male,1,Research Scientist,2,Divorced,3617,8,Yes,3,4,40,1,1,0
32,No,Travel_Rarely,Research & Development,3,4,Medical,3,Female,2,Manufacturing Director,1,Married,6725,1,No,3,3,40,8,7,6
36,Yes,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,3,Sales Executive,4,Married,10325,1,Yes,3,1,40,16,7,3
33,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,2,Healthcare Representative,4,Single,6949,0,No,3,1,40,5,0,1
37,Yes,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,3,Sales Executive,3,Married,10609,5,No,3,3,40,14,1,11
45,No,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,2,Laboratory Technician,2,Married,4447,1,No,3,2,40,9,7,0
29,No,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,1,Sales Representative,4,Married,2157,1,No,3,2,40,3,1,0
35,No,Travel_Rarely,Sales,18,3,Medical,3,Female,2,Sales Executive,3,Married,4601,1,No,3,2,40,5,2,1
52,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,4,Manager,4,Married,17099,2,No,3,2,40,9,8,7
58,Yes,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,1,Research Scientist,3,Single,2479,4,No,4,1,40,1,0,0
53,No,Travel_Rarely,Sales,2,2,Medical,3,Male,4,Manager,3,Divorced,14852,6,No,3,3,40,17,13,15
30,No,Travel_Rarely,Sales,8,2,Other,3,Male,3,Sales Executive,3,Divorced,7264,5,No,3,1,40,8,4,7
38,No,Non-Travel,Sales,10,3,Technical Degree,3,Female,2,Sales Executive,4,Single,5666,1,Yes,3,2,40,5,3,1
35,No,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,3,Sales Executive,4,Divorced,7823,6,No,3,2,40,10,9,0
39,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,3,Sales Executive,3,Single,7880,0,No,3,4,40,8,7,0
40,Yes,Non-Travel,Sales,24,3,Life Sciences,2,Female,4,Sales Executive,2,Single,13194,4,Yes,3,4,40,1,0,0
47,No,Travel_Frequently,Research & Development,16,4,Medical,3,Male,2,Manufacturing Director,3,Divorced,5067,1,Yes,3,3,40,19,10,2
36,No,Non-Travel,Sales,8,4,Technical Degree,1,Male,2,Sales Executive,4,Divorced,5079,4,No,3,4,40,7,7,0
31,Yes,Non-Travel,Research & Development,9,2,Medical,3,Male,1,Research Scientist,1,Single,2321,0,Yes,4,1,40,3,2,1
33,No,Non-Travel,Sales,17,3,Life Sciences,4,Male,4,Manager,3,Single,17444,1,No,3,4,40,10,8,6
29,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Female,1,Research Scientist,1,Single,2404,6,Yes,4,3,40,0,0,0
33,No,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,1,Research Scientist,4,Single,3452,3,No,3,1,40,3,2,0
45,No,Travel_Rarely,Research & Development,1,4,Medical,4,Female,1,Laboratory Technician,4,Divorced,2270,3,No,3,4,40,5,3,0
50,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,4,Research Director,4,Divorced,17399,9,No,4,3,40,5,4,1
33,No,Travel_Frequently,Research & Development,1,4,Other,3,Female,2,Healthcare Representative,2,Married,5488,1,Yes,3,1,40,6,5,1
41,No,Travel_Frequently,Research & Development,9,3,Medical,1,Male,5,Research Director,3,Divorced,19419,2,No,3,2,40,18,16,0
27,No,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Female,1,Laboratory Technician,2,Married,2811,9,No,3,2,40,2,2,2
45,No,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,2,Laboratory Technician,1,Married,3633,1,Yes,3,3,40,9,8,0
47,No,Travel_Rarely,Sales,4,2,Life Sciences,4,Female,2,Sales Executive,4,Single,4163,1,Yes,3,3,40,9,0,0
30,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,1,Research Scientist,3,Married,2132,4,Yes,3,2,40,5,2,0
50,No,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Male,4,Manufacturing Director,3,Married,13973,3,Yes,3,4,40,12,11,1
38,No,Travel_Frequently,Research & Development,10,1,Medical,3,Male,1,Research Scientist,3,Married,2684,0,No,3,2,40,2,1,0
46,No,Travel_Rarely,Research & Development,7,2,Medical,4,Male,3,Manufacturing Director,3,Divorced,10845,6,No,3,2,40,8,7,0
24,No,Travel_Rarely,Research & Development,17,1,Medical,4,Female,2,Manufacturing Director,3,Divorced,4377,1,No,3,2,40,4,2,3
35,Yes,Travel_Rarely,Research & Development,14,4,Other,3,Male,1,Laboratory Technician,2,Divorced,3743,1,Yes,4,4,40,4,2,0
31,No,Travel_Frequently,Research & Development,1,1,Life Sciences,3,Female,2,Manufacturing Director,1,Married,4148,1,No,3,3,40,4,3,0
18,No,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,1,Research Scientist,4,Single,1051,1,No,3,4,40,0,0,0
54,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Female,3,Manufacturing Director,3,Married,10739,8,No,3,3,40,10,7,0
35,No,Travel_Rarely,Research & Development,25,4,Medical,3,Female,3,Healthcare Representative,3,Divorced,10388,1,Yes,3,3,40,16,10,10
30,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,3,Research Director,1,Married,11416,0,Yes,3,3,40,8,7,1
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,4,Female,1,Research Scientist,1,Single,2600,1,Yes,3,1,40,1,0,0
30,Yes,Travel_Frequently,Research & Development,5,3,Medical,2,Female,1,Laboratory Technician,2,Single,2422,0,No,3,1,40,3,2,1
26,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,2,Manufacturing Director,4,Married,5472,1,No,3,2,40,8,7,1
22,No,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,1,Laboratory Technician,1,Married,2451,1,No,3,1,40,4,3,1
48,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,2,Healthcare Representative,3,Single,4240,2,No,3,4,40,2,2,2
48,No,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,3,Healthcare Representative,3,Single,10999,7,No,3,2,40,15,11,4
41,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,2,Manufacturing Director,3,Single,5003,6,No,3,2,40,2,2,2
39,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,4,Manufacturing Director,4,Married,12742,1,No,3,3,40,21,6,11
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,4,Married,4227,0,No,3,2,40,3,2,2
35,No,Travel_Rarely,Research & Development,10,3,Other,2,Male,1,Laboratory Technician,4,Divorced,3917,1,No,4,1,40,3,2,1
42,No,Travel_Rarely,Sales,5,2,Marketing,4,Male,5,Manager,3,Married,18303,6,No,3,2,40,1,0,0
50,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,1,Laboratory Technician,4,Married,2380,4,No,3,2,40,1,0,0
59,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,Manufacturing Director,4,Single,13726,3,Yes,3,1,40,5,3,4
37,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,Female,2,Healthcare Representative,2,Married,4777,5,No,3,1,40,1,0,0
55,No,Travel_Frequently,Research & Development,18,4,Medical,3,Male,2,Healthcare Representative,2,Married,6385,3,Yes,3,4,40,8,7,6
41,No,Non-Travel,Research & Development,7,1,Life Sciences,2,Female,5,Research Director,3,Divorced,19973,1,No,4,2,40,21,16,5
38,No,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,2,Sales Executive,4,Single,6861,8,Yes,3,3,40,1,0,0
26,Yes,Non-Travel,Sales,29,2,Medical,2,Male,2,Sales Executive,1,Single,4969,8,No,3,4,40,2,2,2
52,Yes,Travel_Rarely,Sales,2,1,Marketing,1,Female,5,Manager,4,Married,19845,1,No,3,4,40,32,14,6
44,No,Travel_Rarely,Sales,28,3,Medical,4,Female,4,Sales Executive,4,Married,13320,3,Yes,3,3,40,12,11,11
50,No,Non-Travel,Sales,1,3,Life Sciences,4,Female,2,Sales Executive,3,Married,6347,0,No,3,1,40,18,7,0
36,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Female,1,Laboratory Technician,1,Single,2743,1,No,3,3,40,17,13,15
39,No,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,Manufacturing Director,1,Single,10880,1,Yes,3,3,40,21,6,2
33,No,Non-Travel,Sales,8,1,Life Sciences,2,Female,1,Sales Representative,4,Single,2342,0,No,3,4,40,2,2,2
45,No,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,4,Manager,4,Married,17650,3,No,3,2,40,9,3,1
